task_id,environment_docker_file,attempt_id
69fb9655277dce0e70070e37,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/jVtQCjwrUQWqSwj,6a2955da80e565d4bfc737fe
6a04c2de0b4f42487f8e5dfa,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/eNIEZgLRyDtR4aP,6a2d5be721385190816a9c27
6a04c2de0b4f42487f8e5e02,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/XL-__D2sR9CVDAS,6a29b702bb10e66b461542f5
6a04c2de0b4f42487f8e5e04,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/wINjXAIvrQK6Z8o,6a27ae87214413cf120f64e0
6a076b30fb7ee59da499fd2a,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/N18IB0zruV9VSLT,6a3d529d831aa94c95732247
6a0ffe25088789f61666686b,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/Pm5UbW3ExgrzacX,6a19c5eab840a3a6fe4d8be8
6a14c6a002f937bcb61ec0e8,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/d-Ha0EaKhRwjqmF,6a1bc96ff38daec9dce8eb2c
6a14c6a002f937bcb61ec0ee,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/9LXc0MG-hrREctd,6a2d41982bd90b89def8e733
6a17cc59ea9a7319a6ca06da,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/xXFIzIRHFnNQL3y,6a279d58e9af2d79664ed039
6a17cc59ea9a7319a6ca06e4,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/5osPpw8L4HsVuAp,6a3042196b5fd9a4e88b7204
6a17cc59ea9a7319a6ca06e5,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/NBANjE6RlYSeI5O,6a2bb76d6ba219496885f148
6a17cc59ea9a7319a6ca06f5,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/M76vIDAHZKitCea,6a2d83f3976e4459da28b479
6a17cc59ea9a7319a6ca06f7,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/8QGVsv5_tSGGzFT,6a286ad7aabb282e49abe078
6a1fbaebeae04350ba1af20d,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/mgjuSSjqlj2Gqpd,6a2dbc67a938502dd06ade02
6a1fbaebeae04350ba1af20f,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/pfF7xw2L6R7o98E,6a2ca045ec54c4a5cf6bbdf8
6a1fbaebeae04350ba1af210,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/5Kb-O1Tq0FllwRm,6a2da146655b8004da851a87
6a1fbaebeae04350ba1af212,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/dmRbsMzkiJNY_Jc,6a2e483da47a48dbc71a95fc
6a1fbaebeae04350ba1af213,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/UCS7nbMCV6nZf3o,6a449c5d3b946ab3dc76f1dd
6a1fbaebeae04350ba1af217,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/DPphApBV56Kuo8J,6a2c7fde84056f07ea816b6d
6a1fbaebeae04350ba1af21b,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/GgL7HJDLx8isGQS,6a2b9429f9b55424d400a5bc
6a1fbaebeae04350ba1af21e,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/CSCIyxHZOzKqU7v,6a2f14eac815781d3d49999d
6a1fbaebeae04350ba1af221,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/fFCkaHyI_-5iB1B,6a2eeed732f75735d90cc6c6
6a20b7ac31ff797fdf7c301e,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/n5NvRtB6ArYOKbJ,6a29a76eccfba1b4ee1370bf
6a20b7ac31ff797fdf7c3024,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/x5g4ZMCE_L6GUa1,6a305437472a9d2079f6f8e8
6a210a723e6e63649d93d618,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/gy2R1BTdmKphw9r,6a30737fc34a8e0004bd4eaa
6a210a723e6e63649d93d619,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/gINGtvz5x-OtwdD,6a29d03d603b8f19da5f0f39
6a210a723e6e63649d93d61a,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/g8uZSgXPDJBdVLW,6a2fe969ed088be57c751d26
6a210a723e6e63649d93d61e,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/14oKSge6mPKCMn-,6a288b4edf408b6efd3d0a17
6a210a723e6e63649d93d61f,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/dMWTsZqyKCmXkoJ,6a456f6e07ed9eb19fb0c91c
6a210a723e6e63649d93d623,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/X1mboMC-XzvZIcP,6a285dd4b898f80493e8b1d0
6a210a723e6e63649d93d626,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/8fRdil8c-wNIrG_,6a2af69807f153430201b5c7
6a210a723e6e63649d93d627,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/Sk5gAZnjqeoIkiL,6a29d2994f6e6e9c4dfab4af
6a210a723e6e63649d93d628,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/GYoZjULA1iVjFZS,6a28e1a7176dc3a718060098
6a210a723e6e63649d93d62a,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/-XnQGgPTo9QaAc5,6a27fdfe20879bb03104f748
6a210a723e6e63649d93d62b,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/shAV3-c6qqaVh66,6a2c74a190a38c176d7cbb72
6a210a723e6e63649d93d62c,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/RKbOeGROrZhGxX-,6a29552b3c1d8341125e25fa
6a210a723e6e63649d93d62d,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/IXOllluB4eWIAkW,6a2aed56b514923a3a803bea
6a210a723e6e63649d93d62e,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/4vSqU8ZEWLKoYno,6a3092f48cc05d9641b7376f
6a2252a7226df6fc69476d47,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/yOFy-NQrmDb3Kse,6a31e38ce6449bf08fe9efd0
6a2252a7226df6fc69476d4c,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/sL4vTC7MG_S1B9G,6a2afa9b8b7ef7abf4a55c0b
6a2252a7226df6fc69476d51,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/C38vdBMKKfY6v8Y,6a2fb633789c6f482efdbe17
6a2252a7226df6fc69476d53,https://scale-cds-public-us-west-2.s3.amazonaws.com/68a7f8dc133a30ee7f7494de/Uz4FPd-BTv8rfoF,6a2a3d9576097670301774a6
